@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

get-drink-set.arff,1,10,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,22,2,0,91.666667,8.333333,0,0.625,0.083333,0.288675,53.995157,104.444207,9.932385,2148,-2138.067615,0.413849,89.5,-89.086151,2.569491,0.107062,611.422702,1,2,0.090909,2,0.909091,20,0,0,0.5,1,0.666667,0.6742,0.954545,0.5,0.916667,0.007576,0.992424,0.083333,0.958333,0.916667,0.928571,0.6742,0.954545,0.951389,0.809524,0.916667,0.011,0.001,0,0,0,0,6635,36054,6701,91.666667,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,1,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,25,0,0,100,0,0,1,0.005714,0.020203,3.762074,7.445365,10.061816,0.21383,9.847985,0.402473,0.008553,0.393919,9.847985,0.393919,2336.076787,1,2,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.01,0,0,0,0,0,6635,35905,6850,100,54,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,2,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,23,2,0,92,8,0,0.456522,0.08,0.282843,52.669039,104.235117,10.061816,2148,-2137.938184,0.402473,85.92,-85.517527,2.710679,0.108427,643.010123,0.5,1,0.043478,1,0.956522,22,0.5,1,0.5,0.5,0.5,0.456522,0.728261,0.29,0.92,0.463478,0.536522,0.08,0.92,0.92,0.92,0.456522,0.728261,0.901739,0.728261,0.92,0.011,0,0.015625,0,15.625,0,6635,35905,6850,92,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,3,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,25,0,0,100,0,0,1,0.005714,0.020203,3.762074,7.445365,10.061816,0.21383,9.847985,0.402473,0.008553,0.393919,9.847985,0.393919,2336.076787,1,2,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.011,0,0,0,0,0,6635,35905,6850,100,54,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,4,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,24,1,0,96,4,0,0.778761,0.042667,0.165462,28.090154,60.977296,10.061816,2.743392,7.318424,0.402473,0.109736,0.292737,6.286712,0.251468,1491.293981,1,2,0.043478,1,0.956522,22,0,0,0.666667,1,0.8,0.798549,0.98913,0.833333,0.96,0.003478,0.996522,0.04,0.973333,0.96,0.963556,0.798549,0.98913,0.985,0.888889,0.96,0.008,0,0,0,0,0,6271,35905,6850,100,56,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
get-drink-set.arff,2,5,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,24,1,0,96,4,0,0.778761,0.042667,0.165462,28.090154,60.977296,10.061816,2.743392,7.318424,0.402473,0.109736,0.292737,6.286712,0.251468,1491.293981,1,2,0.043478,1,0.956522,22,0,0,0.666667,1,0.8,0.798549,0.98913,0.833333,0.96,0.003478,0.996522,0.04,0.973333,0.96,0.963556,0.798549,0.98913,0.985,0.888889,0.96,0.008,0,0,0,0,0,6271,35905,6850,100,56,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
get-drink-set.arff,2,6,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0.002778,0.013608,1.799839,4.923547,9.932385,0.099536,9.832849,0.413849,0.004147,0.409702,9.832849,0.409702,2339.773503,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.01,0.001,0,0,0,0,6635,36054,6701,100,52.083333,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,7,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,23,1,0,95.833333,4.166667,0,0.777778,0.041667,0.204124,26.997579,73.853207,9.932385,1074,-1064.067615,0.413849,44.75,-44.336151,6.250938,0.260456,1487.440597,1,2,0.045455,1,0.954545,21,0,0,0.666667,1,0.8,0.797724,0.977273,0.666667,0.958333,0.003788,0.996212,0.041667,0.972222,0.958333,0.962016,0.797724,0.977273,0.96875,0.888372,0.958333,0.014,0,0,0,0,0,6635,36054,6701,95.833333,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,8,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0.002778,0.013608,1.799839,4.923547,9.932385,0.099536,9.832849,0.413849,0.004147,0.409702,9.832849,0.409702,2339.773503,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.007,0,0.015625,0,15.625,0,6635,36054,6701,100,52.083333,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,2,9,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,23,1,0,95.833333,4.166667,0,0.777778,0.041667,0.204124,26.997579,73.853207,9.932385,1074,-1064.067615,0.413849,44.75,-44.336151,6.250938,0.260456,1487.440597,1,2,0.045455,1,0.954545,21,0,0,0.666667,1,0.8,0.797724,0.977273,0.666667,0.958333,0.003788,0.996212,0.041667,0.972222,0.958333,0.962016,0.797724,0.977273,0.96875,0.888372,0.958333,0.01,0,0,0,0,0,6635,36054,6701,95.833333,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
